,gRNAs at position of ,,,,,,,,
Key,mU6 (P3),U6 (P2),H1 (P1),Plasmid,Cell_D9,Cell_D15_rep1,Cell_D26_rep1,Cell_D15_rep2,Cell_D26_rep2
"7,7,10",EGFR_1,EGFR_1,ERBB2_2,37.97,36.7,57.55,55.85,51.05,66.46
"7,7,11",EGFR_1,EGFR_1,HDAC1_1,48.88,64.82,83.19,104.01,63.73,71.12
"7,7,12",EGFR_1,EGFR_1,HDAC1_2,18.66,11.74,24.62,32.58,25.99,46.38
"7,7,13",EGFR_1,EGFR_1,IKBKB_1,37.97,42.93,37.31,60.9,44.02,61.85
"7,7,14",EGFR_1,EGFR_1,IKBKB_2,24.98,22.92,32.7,30.94,30.07,20.42
"7,7,15",EGFR_1,EGFR_1,MAP2K1_1,48.72,76.4,100.37,74.29,75.91,85.31
"7,7,16",EGFR_1,EGFR_1,MAP2K1_2,16.43,31.37,42.97,41.38,53.8,50.19
"7,7,17",EGFR_1,EGFR_1,MTOR_1,20.09,13.61,14.88,12.05,12.63,17.96
"7,7,18",EGFR_1,EGFR_1,MTOR_2,28.42,19.8,16.5,9.46,26.58,3.46
"7,7,19",EGFR_1,EGFR_1,POLA1_1,46.36,32.91,14.88,4.58,11.05,12.54
"7,7,20",EGFR_1,EGFR_1,POLA1_2,30.6,8.47,10.69,1.57,3.44,5.92
"7,7,21",EGFR_1,EGFR_1,TOP1_1,42.67,30.81,11.52,16.17,14.99,9.46
"7,7,22",EGFR_1,EGFR_1,TOP1_2,26.97,18.6,17.14,8.84,16.16,
"7,7,23",EGFR_1,EGFR_1,TUBA1A_1,37.05,31.11,35.38,24.65,37.29,26.85
"7,7,24",EGFR_1,EGFR_1,TUBA1A_2,47.84,16.32,13.25,,3.88,6.88
"7,7,25",EGFR_1,EGFR_1,TYMS_1,23.34,22.34,21.9,18.69,24.57,14.38
"7,7,26",EGFR_1,EGFR_1,TYMS_3,42.03,30.49,21.71,32.84,49.72,33.42
"7,7,27",EGFR_1,EGFR_1,FGF2_1,34.26,25.12,17.6,35.36,27.66,17
"7,7,28",EGFR_1,EGFR_1,FGF2_2,21.43,49.21,68.01,123.85,48.49,66.73
"7,7,29",EGFR_1,EGFR_1,PIK3C3_1,43.45,39.15,40.78,53.33,62.06,77.19
"7,7,30",EGFR_1,EGFR_1,PIK3C3_2,36.52,35.36,63.29,45.84,47.95,44.54
"7,7,31",EGFR_1,EGFR_1,TGFB1_1,35.49,35.18,40.97,52.06,46.23,83.58
"7,7,32",EGFR_1,EGFR_1,TGFB1_2,22.4,23.99,12.76,0.62,18.47,3.69
"7,8,1",EGFR_1,EGFR_2,dummyguide_1,14.63,24.63,36.55,48.16,27.81,28.85
"7,8,2",EGFR_1,EGFR_2,dummyguide_2,47.14,66.25,98.14,107.48,93.5,107.12
"7,8,3",EGFR_1,EGFR_2,CDK4_3,34.79,52.61,58.45,26.39,30.07,36.27
"7,8,4",EGFR_1,EGFR_2,CDK4_2,15.95,23.25,20.58,9.99,9.43,17.62
"7,8,5",EGFR_1,EGFR_2,DNMT1_1,49.5,77.98,89,70.62,79.6,55.62
"7,8,6",EGFR_1,EGFR_2,DNMT1_2,12.66,17.34,19.79,19.45,40.63,23.92
"7,8,7",EGFR_1,EGFR_2,EGFR_1,32.97,46.5,43.58,57.33,56.7,46.12
"7,8,8",EGFR_1,EGFR_2,EGFR_2,57.89,43.06,88.28,86.69,66.38,105.27
"7,8,9",EGFR_1,EGFR_2,ERBB2_1,41.68,51.75,51.73,39.48,50.02,34.77
"7,8,10",EGFR_1,EGFR_2,ERBB2_2,21.78,19.38,35.31,19.35,30.51,11.08
"7,8,11",EGFR_1,EGFR_2,HDAC1_1,54.56,63.3,78.09,77.2,78.71,81.65
"7,8,12",EGFR_1,EGFR_2,HDAC1_2,23.5,23.44,8.23,27.34,16.61,14.58
"7,8,13",EGFR_1,EGFR_2,IKBKB_1,30.76,59.19,48.37,36.08,50.31,32.62
"7,8,14",EGFR_1,EGFR_2,IKBKB_2,32.29,46.08,61.59,49.14,49.87,47.5
"7,8,15",EGFR_1,EGFR_2,MAP2K1_1,32.94,46.9,50.22,58.31,57.44,82.96
"7,8,16",EGFR_1,EGFR_2,MAP2K1_2,24.04,30.62,19.56,38.86,24.96,37.12
"7,8,17",EGFR_1,EGFR_2,MTOR_1,25.46,18.16,2.04,0.75,17.2,1.88
"7,8,18",EGFR_1,EGFR_2,MTOR_2,12.85,15.31,4.98,6.19,7.12,3.62
"7,8,19",EGFR_1,EGFR_2,POLA1_1,39.42,19.79,26.36,3.99,10.91,12.19
"7,8,20",EGFR_1,EGFR_2,POLA1_2,21.81,16.04,8.38,6.48,5.16,4.19
"7,8,21",EGFR_1,EGFR_2,TOP1_1,29.28,20.05,13.07,10.21,7.71,26.69
"7,8,22",EGFR_1,EGFR_2,TOP1_2,30.14,43.74,10.91,32.58,15.28,28.69
"7,8,23",EGFR_1,EGFR_2,TUBA1A_1,31.08,40.41,47.16,22.36,33.07,23.23
"7,8,24",EGFR_1,EGFR_2,TUBA1A_2,31.65,17.37,3.85,2.46,9.78,7.19
"7,8,25",EGFR_1,EGFR_2,TYMS_1,46.22,42.88,21.03,24.1,35.77,22.19
"7,8,26",EGFR_1,EGFR_2,TYMS_3,44.21,47.73,58.11,78.51,63.92,58.69
"7,8,27",EGFR_1,EGFR_2,FGF2_1,42.51,27.4,48.11,82.73,48.79,52.81
"7,8,28",EGFR_1,EGFR_2,FGF2_2,35.95,58.64,44.22,78.84,52.43,47.15
"7,8,29",EGFR_1,EGFR_2,PIK3C3_1,19.63,25.19,24.62,8.15,14.94,18.77
"7,8,30",EGFR_1,EGFR_2,PIK3C3_2,41.65,33.78,40.52,27.27,49.92,32.12
"7,8,31",EGFR_1,EGFR_2,TGFB1_1,43.18,48.48,59.89,41.74,25.16,75.12
"7,8,32",EGFR_1,EGFR_2,TGFB1_2,31.81,21.82,42.52,44.85,22.65,39.27
"7,9,1",EGFR_1,ERBB2_1,dummyguide_1,52.19,56.96,60.3,50.45,62.01,39.65
"7,9,2",EGFR_1,ERBB2_1,dummyguide_2,61.82,90.08,88.13,96.91,80.14,86.19
"7,9,3",EGFR_1,ERBB2_1,CDK4_3,46.36,57.42,47.73,56.18,80.58,84.58
"7,9,4",EGFR_1,ERBB2_1,CDK4_2,22.21,43.97,30.93,16.53,28.55,34
"7,9,5",EGFR_1,ERBB2_1,DNMT1_1,61.25,86.27,86.36,76.64,72.52,56.96
"7,9,6",EGFR_1,ERBB2_1,DNMT1_2,46.17,43.7,54.15,56.57,51,26.38
"7,9,7",EGFR_1,ERBB2_1,EGFR_1,38.77,42.09,40.86,33.53,35.47,43.04
"7,9,8",EGFR_1,ERBB2_1,EGFR_2,57.38,71.4,44.07,53,44.56,50.54
"7,9,9",EGFR_1,ERBB2_1,ERBB2_1,40.9,42.69,45.73,59.75,43.04,34.27
"7,9,10",EGFR_1,ERBB2_1,ERBB2_2,51.12,48.97,42.03,34.97,48,27.15
"7,9,11",EGFR_1,ERBB2_1,HDAC1_1,82.36,92.51,118.79,86.37,82.69,75.31
"7,9,12",EGFR_1,ERBB2_1,HDAC1_2,34.93,21.27,21.83,39.75,32.82,23.62
"7,9,13",EGFR_1,ERBB2_1,IKBKB_1,45.15,36.08,27.98,51.89,49.38,52.96
"7,9,14",EGFR_1,ERBB2_1,IKBKB_2,46.28,46.26,62.91,84.34,47.41,35.42
"7,9,15",EGFR_1,ERBB2_1,MAP2K1_1,58.27,62.74,67.82,47.8,49.43,32.81
"7,9,16",EGFR_1,ERBB2_1,MAP2K1_2,42.4,59.62,64.27,19.32,43.63,32.69
"7,9,17",EGFR_1,ERBB2_1,MTOR_1,49.1,27,13.56,19.97,20.39,28.73
"7,9,18",EGFR_1,ERBB2_1,MTOR_2,37.48,23.51,8.35,12.11,19.6,5.73
"7,9,19",EGFR_1,ERBB2_1,POLA1_1,47.49,37.04,17.29,4.35,24.27,15.27
"7,9,20",EGFR_1,ERBB2_1,POLA1_2,35.28,16.52,10.65,24.91,7.47,29.15
"7,9,21",EGFR_1,ERBB2_1,TOP1_1,57.09,25.65,4.12,6.45,11.99,2.08
"7,9,22",EGFR_1,ERBB2_1,TOP1_2,35.41,26.33,26.58,11.36,25.99,7.15
"7,9,23",EGFR_1,ERBB2_1,TUBA1A_1,47.89,47.71,48.26,26.39,28.4,27.42
"7,9,24",EGFR_1,ERBB2_1,TUBA1A_2,50.15,18.6,18.65,,15.77,20.85
"7,9,25",EGFR_1,ERBB2_1,TYMS_1,46.81,35.45,48.03,21.94,43.88,15.58
"7,9,26",EGFR_1,ERBB2_1,TYMS_3,59.43,57.33,46.82,45.41,52.92,53.46
"7,9,27",EGFR_1,ERBB2_1,FGF2_1,38.21,38.19,42.86,36.28,36.41,13.5
"7,9,28",EGFR_1,ERBB2_1,FGF2_2,54.8,57.03,62.95,36.41,68.2,40.04
"7,9,29",EGFR_1,ERBB2_1,PIK3C3_1,63.32,72.48,40.25,41.91,61.51,49.69
"7,9,30",EGFR_1,ERBB2_1,PIK3C3_2,32.11,54.94,39.61,35.98,51.88,28.27
"7,9,31",EGFR_1,ERBB2_1,TGFB1_1,36.6,29.58,25.22,12.96,21.13,14.77
"7,9,32",EGFR_1,ERBB2_1,TGFB1_2,26.65,16.95,11.97,9.13,20.34,5.62
"7,10,1",EGFR_1,ERBB2_2,dummyguide_1,34.31,38.77,37.95,58.11,44.47,57.27
"7,10,2",EGFR_1,ERBB2_2,dummyguide_2,35.74,35.74,73.22,83.13,83.18,78.42
"7,10,3",EGFR_1,ERBB2_2,CDK4_3,28.5,31.51,23.03,17.52,40.04,24.73
"7,10,4",EGFR_1,ERBB2_2,CDK4_2,23.21,20.15,27.87,64.95,19.7,23.46
"7,10,5",EGFR_1,ERBB2_2,DNMT1_1,49.69,53.1,58.04,62.27,47.46,62.54
"7,10,6",EGFR_1,ERBB2_2,DNMT1_2,24.5,24.07,26.89,51.4,34.29,43.69
"7,10,7",EGFR_1,ERBB2_2,EGFR_1,24.39,20.73,10.23,33.16,23.19,30.92
"7,10,8",EGFR_1,ERBB2_2,EGFR_2,39.8,61.01,84.58,70.68,92.08,52.27
"7,10,9",EGFR_1,ERBB2_2,ERBB2_1,66.01,50.14,58.68,53.5,53.16,62.65
"7,10,10",EGFR_1,ERBB2_2,ERBB2_2,22.88,19.8,18.13,40.69,20.64,42.08
"7,10,11",EGFR_1,ERBB2_2,HDAC1_1,37.81,33,31.95,20.85,31.1,52.23
"7,10,12",EGFR_1,ERBB2_2,HDAC1_2,49.53,50.67,41.23,37.68,34.25,81.35
"7,10,13",EGFR_1,ERBB2_2,IKBKB_1,30.68,28.46,44.82,44.95,57.04,61.62
"7,10,14",EGFR_1,ERBB2_2,IKBKB_2,27.83,20.99,30.4,46.75,22.45,12.81
"7,10,15",EGFR_1,ERBB2_2,MAP2K1_1,38.53,52.77,52.11,109.09,36.7,62.31
"7,10,16",EGFR_1,ERBB2_2,MAP2K1_2,32.03,40.71,50.98,59.55,65.15,52.04
"7,10,17",EGFR_1,ERBB2_2,MTOR_1,19.74,9.2,10.95,15.62,9.29,13.35
"7,10,18",EGFR_1,ERBB2_2,MTOR_2,29.09,20.52,11.74,,16.95,0.04
"7,10,19",EGFR_1,ERBB2_2,POLA1_1,73.33,25.02,32.66,6.42,14.54,21.38
"7,10,20",EGFR_1,ERBB2_2,POLA1_2,26.94,6.25,12.99,11.16,6.49,15.58
"7,10,21",EGFR_1,ERBB2_2,TOP1_1,48.94,42.5,3.55,17.91,3.49,10.12
"7,10,22",EGFR_1,ERBB2_2,TOP1_2,18.02,9.46,7.89,0.03,14.45,3.96
"7,10,23",EGFR_1,ERBB2_2,TUBA1A_1,38.53,45.84,46.9,42.79,46.58,33.15
"7,10,24",EGFR_1,ERBB2_2,TUBA1A_2,35.31,15.85,16.95,14.73,13.9,29.96
"7,10,25",EGFR_1,ERBB2_2,TYMS_1,23.8,25.05,22.73,11.46,13.12,13.88
"7,10,26",EGFR_1,ERBB2_2,TYMS_3,42.92,60.06,30.55,44.26,37.05,52.81
"7,10,27",EGFR_1,ERBB2_2,FGF2_1,31.81,32.77,56.34,49.73,43.58,76.04
"7,10,28",EGFR_1,ERBB2_2,FGF2_2,24.66,36.53,27,31.33,35.77,46.65
"7,10,29",EGFR_1,ERBB2_2,PIK3C3_1,35.49,43.58,25.34,39.97,27.12,36.04
"7,10,30",EGFR_1,ERBB2_2,PIK3C3_2,40.9,38.24,43.46,37.22,39.36,27.35
"7,10,31",EGFR_1,ERBB2_2,TGFB1_1,26.86,30.09,24.54,48.55,41.03,31.81
"7,10,32",EGFR_1,ERBB2_2,TGFB1_2,18.88,19.86,22.09,15.78,24.47,15.58
"7,11,1",EGFR_1,HDAC1_1,dummyguide_1,7.8,12.07,6.42,26.39,21.47,18.77
"7,11,2",EGFR_1,HDAC1_1,dummyguide_2,31.54,31.81,30.59,61.62,48.79,38.81
"7,11,3",EGFR_1,HDAC1_1,CDK4_3,12.58,17.01,11.1,17.42,10.56,10.81
"7,11,4",EGFR_1,HDAC1_1,CDK4_2,10.08,20.01,16.27,8.61,20.78,11.12
"7,11,5",EGFR_1,HDAC1_1,DNMT1_1,10.33,7.38,8.65,8.32,3.93,1.46
"7,11,6",EGFR_1,HDAC1_1,DNMT1_2,6.91,8.73,14.54,1.38,4.57,7.81
"7,11,7",EGFR_1,HDAC1_1,EGFR_1,9.41,14.68,20.88,5.37,20.59,38.88
"7,11,8",EGFR_1,HDAC1_1,EGFR_2,15.52,13.05,10.84,22.88,13.56,27.77
"7,11,9",EGFR_1,HDAC1_1,ERBB2_1,16.54,18.04,19.6,19.97,17.15,12.58
"7,11,10",EGFR_1,HDAC1_1,ERBB2_2,9.41,16.31,14.88,24,8.7,3.58
"7,11,11",EGFR_1,HDAC1_1,HDAC1_1,11.13,13.49,15.37,21.48,18.97,12.46
"7,11,12",EGFR_1,HDAC1_1,HDAC1_2,15.57,21.24,27.79,28.38,17.69,30.12
"7,11,13",EGFR_1,HDAC1_1,IKBKB_1,11.89,1.98,8.72,18.17,9.58,5.77
"7,11,14",EGFR_1,HDAC1_1,IKBKB_2,17.18,25.65,18.8,12.7,19.31,31.31
"7,11,15",EGFR_1,HDAC1_1,MAP2K1_1,19.28,34.45,21.22,35.39,46.43,37.5
"7,11,16",EGFR_1,HDAC1_1,MAP2K1_2,16.21,23.29,49.43,43.81,49.53,38.46
"7,11,17",EGFR_1,HDAC1_1,MTOR_1,12.29,4.67,7.1,,6.39,3.81
"7,11,18",EGFR_1,HDAC1_1,MTOR_2,10.22,8.03,3.81,,1.72,
"7,11,19",EGFR_1,HDAC1_1,POLA1_1,15.73,17.95,17.45,14.21,22.06,49.58
"7,11,20",EGFR_1,HDAC1_1,POLA1_2,5.24,2.17,,,0.05,
"7,11,21",EGFR_1,HDAC1_1,TOP1_1,9.52,2.92,,,,
"7,11,22",EGFR_1,HDAC1_1,TOP1_2,15.76,6.09,15.9,16.5,17.15,22.69
"7,11,23",EGFR_1,HDAC1_1,TUBA1A_1,9.41,5.9,9.55,1.57,11.2,13.62
"7,11,24",EGFR_1,HDAC1_1,TUBA1A_2,11.64,2.5,,,,1
"7,11,25",EGFR_1,HDAC1_1,TYMS_1,15.38,19.09,16.27,8.38,19.46,23.77
"7,11,26",EGFR_1,HDAC1_1,TYMS_3,25.89,26.26,56.57,84.76,59.94,66.46
"7,11,27",EGFR_1,HDAC1_1,FGF2_1,9.87,6.16,7.48,0.03,7.32,1.35
"7,11,28",EGFR_1,HDAC1_1,FGF2_2,7.93,2.24,,,3.1,1.23
"7,11,29",EGFR_1,HDAC1_1,PIK3C3_1,15.95,11.51,7.36,6.45,13.71,1.15
"7,11,30",EGFR_1,HDAC1_1,PIK3C3_2,16.21,18.93,29.49,29.6,25.11,22.23
"7,11,31",EGFR_1,HDAC1_1,TGFB1_1,16.78,35.48,45.54,45.7,28.15,59.85
"7,11,32",EGFR_1,HDAC1_1,TGFB1_2,4.44,5.48,6.76,3.63,7.32,7.81
"7,12,1",EGFR_1,HDAC1_2,dummyguide_1,62.44,39.85,63.29,58.15,60.88,94.65
"7,12,2",EGFR_1,HDAC1_2,dummyguide_2,40.79,42.9,38.55,42.4,55.72,58.96
"7,12,3",EGFR_1,HDAC1_2,CDK4_3,49.58,33.21,64.84,67.7,44.22,45.77
"7,12,4",EGFR_1,HDAC1_2,CDK4_2,92.45,91.27,98.52,146.44,96.64,178.35
"7,12,5",EGFR_1,HDAC1_2,DNMT1_1,70.75,90.57,83.38,101.07,83.08,70.92
"7,12,6",EGFR_1,HDAC1_2,DNMT1_2,61.09,50.86,79.22,67.34,84.75,63.77
"7,12,7",EGFR_1,HDAC1_2,EGFR_1,46.46,41.5,42.71,27.37,25.89,44.15
"7,12,8",EGFR_1,HDAC1_2,EGFR_2,55.36,46.22,51.92,55.39,52.23,57.62
"7,12,9",EGFR_1,HDAC1_2,ERBB2_1,56.55,59.43,45.35,38.08,39.9,36.35
"7,12,10",EGFR_1,HDAC1_2,ERBB2_2,78.79,83.54,110.26,147.52,108.58,111.62
"7,12,11",EGFR_1,HDAC1_2,HDAC1_1,61.6,66.27,59.17,61.81,75.03,35.62
"7,12,12",EGFR_1,HDAC1_2,HDAC1_2,48.08,69.91,69.22,87.35,84.31,148.65
"7,12,13",EGFR_1,HDAC1_2,IKBKB_1,49.23,48.02,80.47,56.93,56.01,42.85
"7,12,14",EGFR_1,HDAC1_2,IKBKB_2,43.86,30.42,34.63,29.73,38.62,42
"7,12,15",EGFR_1,HDAC1_2,MAP2K1_1,47.76,30.84,28.55,45.57,42.75,84.23
"7,12,16",EGFR_1,HDAC1_2,MAP2K1_2,41.95,52.03,48.3,47.11,44.12,49.5
"7,12,17",EGFR_1,HDAC1_2,MTOR_1,30.36,30.39,42.41,5.3,18.38,18.27
"7,12,18",EGFR_1,HDAC1_2,MTOR_2,46.12,32.52,19.6,11.13,14.49,14.31
"7,12,19",EGFR_1,HDAC1_2,POLA1_1,38.69,20.57,9.18,7.6,18.77,1.12
"7,12,20",EGFR_1,HDAC1_2,POLA1_2,35.98,24.95,26.36,14.08,28.5,29.96
"7,12,21",EGFR_1,HDAC1_2,TOP1_1,59.43,21.87,3.02,0.03,1.92,8.31
"7,12,22",EGFR_1,HDAC1_2,TOP1_2,40.01,34.75,49.16,23.67,41.17,24.46
"7,12,23",EGFR_1,HDAC1_2,TUBA1A_1,73.3,81.09,79.49,89.93,70.36,100.35
"7,12,24",EGFR_1,HDAC1_2,TUBA1A_2,30.95,9.8,16.43,13.39,7.47,2.27
"7,12,25",EGFR_1,HDAC1_2,TYMS_1,53.97,47.73,45.35,36.93,34,57.19
"7,12,26",EGFR_1,HDAC1_2,TYMS_3,71.74,69.86,71.18,79.46,86.43,106.31
"7,12,27",EGFR_1,HDAC1_2,FGF2_1,73.35,84.97,87.34,111.97,140.18,147.27
"7,12,28",EGFR_1,HDAC1_2,FGF2_2,52.92,71.33,89.53,103.69,85.59,108.62
"7,12,29",EGFR_1,HDAC1_2,PIK3C3_1,46.57,64.14,90.78,61.35,69.62,68.27
"7,12,30",EGFR_1,HDAC1_2,PIK3C3_2,79.38,66.88,61.06,46.2,50.16,22.92
"7,12,31",EGFR_1,HDAC1_2,TGFB1_1,52.89,67.86,51.2,78.28,64.95,69.73
"7,12,32",EGFR_1,HDAC1_2,TGFB1_2,44.15,38.66,57.85,76.28,69.97,57.58
"7,13,1",EGFR_1,IKBKB_1,dummyguide_1,63.49,71.52,81.68,58.24,87.75,51.46
"7,13,2",EGFR_1,IKBKB_1,dummyguide_2,41.41,78.13,49.92,65.58,64.07,67.92
"7,13,3",EGFR_1,IKBKB_1,CDK4_3,52.78,56.54,66.72,140.91,72.32,62.73
"7,13,4",EGFR_1,IKBKB_1,CDK4_2,48.97,52.73,74.54,86.89,82.1,45.81
"7,13,5",EGFR_1,IKBKB_1,DNMT1_1,78.41,79.01,78.54,119.3,72.03,95.85
"7,13,6",EGFR_1,IKBKB_1,DNMT1_2,71.9,92.6,109.17,35.03,79.84,25.62
"7,13,7",EGFR_1,IKBKB_1,EGFR_1,47.35,72.38,77.79,69.05,72.27,87.23
"7,13,8",EGFR_1,IKBKB_1,EGFR_2,57.38,67.93,63.82,93.37,70.6,95.54
"7,13,9",EGFR_1,IKBKB_1,ERBB2_1,52.57,53.52,64.76,19.09,48.84,30.77
"7,13,10",EGFR_1,IKBKB_1,ERBB2_2,56.71,71.36,66.91,59.75,74.93,115.96
"7,13,11",EGFR_1,IKBKB_1,HDAC1_1,66.58,105.97,99.5,117.21,127.5,186.69
"7,13,12",EGFR_1,IKBKB_1,HDAC1_2,45.9,42.9,82.39,58.54,42.25,95.58
"7,13,13",EGFR_1,IKBKB_1,IKBKB_1,45.82,43.51,64.76,111.9,41.81,58.92
"7,13,14",EGFR_1,IKBKB_1,IKBKB_2,40.84,38.17,25.04,46.62,58.47,43.69
"7,13,15",EGFR_1,IKBKB_1,MAP2K1_1,68.11,51.44,36.82,70.39,59.35,64.12
"7,13,16",EGFR_1,IKBKB_1,MAP2K1_2,28.83,40.24,48.3,80.77,60.09,50.58
"7,13,17",EGFR_1,IKBKB_1,MTOR_1,43.24,26.37,12.76,11.59,17.54,6.88
"7,13,18",EGFR_1,IKBKB_1,MTOR_2,39.69,39.36,26.36,13.52,10.61,5.77
"7,13,19",EGFR_1,IKBKB_1,POLA1_1,58.16,37.74,18.09,12.9,12.63,0.04
"7,13,20",EGFR_1,IKBKB_1,POLA1_2,37.94,13.26,13.18,25.54,20,18.46
"7,13,21",EGFR_1,IKBKB_1,TOP1_1,49.96,18.37,14.24,17.42,20.29,22.81
"7,13,22",EGFR_1,IKBKB_1,TOP1_2,36.57,51.65,19.18,17.68,21.72,16.38
"7,13,23",EGFR_1,IKBKB_1,TUBA1A_1,49.15,52.7,71.1,52.55,49.97,50.69
"7,13,24",EGFR_1,IKBKB_1,TUBA1A_2,59.4,26.09,22.39,7.07,9.78,4.5
"7,13,25",EGFR_1,IKBKB_1,TYMS_1,56.98,33.56,46.07,28.58,43.29,16.62
"7,13,26",EGFR_1,IKBKB_1,TYMS_3,57.84,68.93,62.31,76.9,71.83,60.69
"7,13,27",EGFR_1,IKBKB_1,FGF2_1,59.4,92.41,118.79,105.32,88.78,140.12
"7,13,28",EGFR_1,IKBKB_1,FGF2_2,48.37,51.47,56.23,56.31,62.3,70.77
"7,13,29",EGFR_1,IKBKB_1,PIK3C3_1,27.51,44.7,28.58,50.91,31.99,46.69
"7,13,30",EGFR_1,IKBKB_1,PIK3C3_2,87.5,87.42,92.14,78.61,108.14,109
"7,13,31",EGFR_1,IKBKB_1,TGFB1_1,55.82,95.91,95.5,171.16,137.08,174.46
"7,13,32",EGFR_1,IKBKB_1,TGFB1_2,36.35,24.14,19.67,23.41,18.13,28.12
"7,14,1",EGFR_1,IKBKB_2,dummyguide_1,22.26,9.64,17.11,42.76,21.52,34.65
"7,14,2",EGFR_1,IKBKB_2,dummyguide_2,22.02,22.52,36.02,40.99,21.18,19.35
"7,14,3",EGFR_1,IKBKB_2,CDK4_3,28.42,34.48,33.08,97.01,55.57,28.77
"7,14,4",EGFR_1,IKBKB_2,CDK4_2,20.19,24.34,7.93,26.22,19.75,10.15
"7,14,5",EGFR_1,IKBKB_2,DNMT1_1,47.38,59.1,82.96,70.68,53.51,65.88
"7,14,6",EGFR_1,IKBKB_2,DNMT1_2,26.67,38.21,43.2,23.08,24.03,22.81
"7,14,7",EGFR_1,IKBKB_2,EGFR_1,45.17,50.86,69.25,67.64,82.05,58.81
"7,14,8",EGFR_1,IKBKB_2,EGFR_2,41.84,28.15,29.6,34.31,18.92,25.54
"7,14,9",EGFR_1,IKBKB_2,ERBB2_1,47.78,42.08,42.75,35.85,26.29,52.04
"7,14,10",EGFR_1,IKBKB_2,ERBB2_2,35.95,27.26,33.34,26.36,17.25,25.46
"7,14,11",EGFR_1,IKBKB_2,HDAC1_1,39.53,54.24,62.46,32.77,49.97,63.92
"7,14,12",EGFR_1,IKBKB_2,HDAC1_2,23.07,17.44,11.55,13.65,11.2,7.85
"7,14,13",EGFR_1,IKBKB_2,IKBKB_1,26.62,24.72,32.47,36.01,46.77,51.46
"7,14,14",EGFR_1,IKBKB_2,IKBKB_2,24.07,35.36,21.37,25.47,49.67,41.04
"7,14,15",EGFR_1,IKBKB_2,MAP2K1_1,25.49,16.8,9.29,3.7,12.63,3.77
"7,14,16",EGFR_1,IKBKB_2,MAP2K1_2,15.22,13.07,12.61,20.63,13.51,12.19
"7,14,17",EGFR_1,IKBKB_2,MTOR_1,17.45,10.69,1.89,,7.37,0.04
"7,14,18",EGFR_1,IKBKB_2,MTOR_2,24.39,15.97,7.48,3.34,2.41,8.65
"7,14,19",EGFR_1,IKBKB_2,POLA1_1,38.05,18.7,14.27,5.11,10.86,9.88
"7,14,20",EGFR_1,IKBKB_2,POLA1_2,20.27,5.62,3.55,16.76,4.42,18.46
"7,14,21",EGFR_1,IKBKB_2,TOP1_1,40.36,32.61,6.49,9.85,7.27,4.12
"7,14,22",EGFR_1,IKBKB_2,TOP1_2,27.78,22.43,12.2,11.26,21.32,14.15
"7,14,23",EGFR_1,IKBKB_2,TUBA1A_1,46.81,45.94,52.41,30.41,35.62,33.73
"7,14,24",EGFR_1,IKBKB_2,TUBA1A_2,29.61,13.56,4.95,,7.81,
"7,14,25",EGFR_1,IKBKB_2,TYMS_1,19.41,28.55,34.1,19.97,34.49,50.35
"7,14,26",EGFR_1,IKBKB_2,TYMS_3,40.66,32.07,29.98,64.92,53.46,50.5
"7,14,27",EGFR_1,IKBKB_2,FGF2_1,33.93,37.54,48.71,71.76,40.39,43.58
"7,14,28",EGFR_1,IKBKB_2,FGF2_2,27.16,32.33,39.91,33.16,44.02,58.77
"7,14,29",EGFR_1,IKBKB_2,PIK3C3_1,13.39,12.63,8.65,7.73,4.27,14.46
"7,14,30",EGFR_1,IKBKB_2,PIK3C3_2,25.14,21.41,27,12.47,18.97,4.85
"7,14,31",EGFR_1,IKBKB_2,TGFB1_1,40.44,44.61,63.36,73.99,53.75,93.58
"7,14,32",EGFR_1,IKBKB_2,TGFB1_2,21.24,25,23.71,9.13,6.09,8.73
"7,15,1",EGFR_1,MAP2K1_1,dummyguide_1,27.78,37.47,43.24,68.62,41.32,47.77
"7,15,2",EGFR_1,MAP2K1_1,dummyguide_2,39.5,49.11,46.79,48.65,63.14,56.31
"7,15,3",EGFR_1,MAP2K1_1,CDK4_3,52.76,33.57,45.31,37.94,54.49,39.35
"7,15,4",EGFR_1,MAP2K1_1,CDK4_2,22.1,13.38,7.74,23.31,28.25,37.46
"7,15,5",EGFR_1,MAP2K1_1,DNMT1_1,37.13,38.82,49.28,40.66,38.13,71.23
"7,15,6",EGFR_1,MAP2K1_1,DNMT1_2,30.44,16.46,22.66,34.54,14.49,20.27
"7,15,7",EGFR_1,MAP2K1_1,EGFR_1,34.04,49.77,68.23,58.11,48.35,92.38
"7,15,8",EGFR_1,MAP2K1_1,EGFR_2,27.62,34.17,39.91,28.22,40.39,33.54
"7,15,9",EGFR_1,MAP2K1_1,ERBB2_1,49.91,57.45,53.85,58.67,53.41,43.04
"7,15,10",EGFR_1,MAP2K1_1,ERBB2_2,47.41,52.85,51.28,66.69,52.03,49.27
"7,15,11",EGFR_1,MAP2K1_1,HDAC1_1,49.21,35.46,21.75,27.66,21.96,7.77
"7,15,12",EGFR_1,MAP2K1_1,HDAC1_2,26.22,26.54,27.38,34.77,17.29,22.77
"7,15,13",EGFR_1,MAP2K1_1,IKBKB_1,44.29,38.87,24.66,31.43,21.13,16.42
"7,15,14",EGFR_1,MAP2K1_1,IKBKB_2,43.56,41.22,40.44,49.11,47.22,38.81
